lat,lng,site_name,dev_stat,label,status,lith,b_age,t_age,unit_name,map_source
34.92681,-83.56269,Barclay Gold Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.98091,-83.9257,Horse Vein,Occurrence,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.94451,-83.49569,Moore Girl's Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.52372,-83.9874,Fish Trap Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.67574,-82.52406,Lon Edmonds Mine,Past Producer,1,OK,volcanic: felsic rocks,541.0,485.4,Cambrian volcanic: felsic rocks,7
34.19093,-84.52822,Clarkson Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.07403,-84.64602,Payne Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.98231,-83.9168,Chastian Placer Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.50952,-84.0093,Barlow Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.66432,-83.7241,White Co Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.07593,-84.64602,Hamilton Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.52982,-83.9988,Ivey Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.50982,-83.9802,Crown Mountain,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.89764,-84.80353,Shirley Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.61514,-82.56656,The Parks Gold Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
34.54542,-83.9727,Mary Henry Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.44933,-84.05601,Etowah Gold Mining Properties,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.54182,-83.9705,Yahoola Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.17593,-84.36242,T. N. Westbrook Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.51432,-83.966,Old Columbia Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.45623,-84.0071,Belle Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.46073,-84.03521,Cleveland Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.52482,-83.9888,Bowen Lot,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.74652,-83.68799,Glen Comyn Gold Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.52432,-83.9718,Griscom Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.47073,-84.03271,Topabri Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.67512,-83.7485,Yonah Vein Lot 92,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.72652,-84.23321,Wade Allenis Gold Mine,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.53592,-83.9674,Singleton Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.11953,-84.67683,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.56572,-83.9138,Cora Lee Prospect,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.17903,-84.43742,Worley Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.69732,-83.738,Reaves Property,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.97731,-83.17458,Hedden Placer Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.12263,-84.66823,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.69594,-85.28354,Royal Mine,Past Producer,1,OK,sedimentary rocks,541.0,251.902,Paleozoic sedimentary rocks,154
34.58432,-83.8955,Garnet Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.70482,-83.7332,Conley Vein,Prospect,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.54232,-83.998,Rider Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.91091,-83.22018,Lamar Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
32.92346,-85.12664,Rockford Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.50932,-83.9485,Dry Hollow Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.26323,-84.32601,Richards Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.52072,-83.9402,Beers Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.55482,-83.9538,Boyd's Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.11733,-84.68633,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.19263,-84.54132,Sixes Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.53652,-83.9693,Hand Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.11343,-84.63432,Georgiana Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.27903,-84.39072,Frank Burt Prospect,Prospect,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.93571,-83.19708,Page Branch Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.49202,-83.9821,Calhoun Mine,Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.49152,-83.9996,Mcafee-Lynn Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.10153,-84.67213,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.05233,-84.64682,Randall Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.20823,-84.11961,Davis Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.98261,-83.9346,Wellborn Hill Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.50232,-83.9593,Chestatee Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.19623,-84.52772,La Belle Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.11343,-84.62852,Tripp Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.52292,-83.9796,Columbia Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.70402,-83.68799,Childs Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.69732,-83.738,Deans Vein,Prospect,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
33.69844,-82.81177,Stoney Ridge Gold Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
34.80842,-83.9563,Coosa Creek Gold Mine,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.17123,-84.52552,Three-O-One Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.55732,-83.9668,Crisson Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.52432,-83.9688,Bast Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.11793,-84.68413,Unnamed Gold Mine,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.99951,-83.16178,Ammons Branch Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.27543,-84.32601,Sandow Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.52542,-83.9668,Findley Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.77654,-82.57296,Chambers Mine,Past Producer,1,OK,volcanic: felsic rocks,541.0,485.4,Cambrian volcanic: felsic rocks,7
34.45373,-84.04711,Gold Hill Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.92041,-83.19818,H.W. Bartley Property,Occurrence,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.46433,-84.03381,Josephine Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.77574,-82.56296,Magruder Mine,Past Producer,1,OK,volcanic: felsic rocks,541.0,485.4,Cambrian volcanic: felsic rocks,7
34.27703,-84.40162,Lot 208 Shaft,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.27593,-84.39572,Latham Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.53482,-83.9724,Free Jim Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.19623,-84.52352,J. C. Casteel Prospect,Prospect,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.48482,-84.02431,Whim Hill Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.61544,-82.56706,Columbia Gold Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
34.52652,-84.0127,Gordon Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.20703,-84.37772,Rudicil Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.47343,-84.53772,Betz Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.10433,-84.65932,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.09293,-84.05631,Level Creek Gold Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.05403,-84.65462,House Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.19233,-84.53572,Coggins Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.52292,-83.9849,Crown Mountain Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.09873,-84.71353,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.97324,-84.70023,W. H. Hadaway Prospect,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.16873,-84.53412,Putnam Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.66342,-83.736,Thompson Vein,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.48542,-83.991,Turkey Hill Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
32.89706,-85.13554,Rockford Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.30013,-84.28321,Creighton Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.07373,-84.63852,Kendrick Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.04824,-84.65272,Freeman Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.11873,-84.67303,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.09703,-84.66102,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.12263,-84.66963,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.12263,-84.66683,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.29703,-84.29741,Cox Prospect,Prospect,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.12653,-84.66633,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.92731,-83.21298,Hamby Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.46343,-84.0116,Norrell Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.54072,-83.981,Lawrence Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.37093,-84.14131,Kin Mori Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.46703,-84.03101,Wells Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.52292,-83.976,Preacher Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.98341,-83.9193,Wellborn Hill,Prospect,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.98341,-83.9193,Hunt Mine,Prospect,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.94731,-83.66659,Skeet Hooper,Prospect,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.94731,-83.66659,Eller Mine,Prospect,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.94181,-83.63179,Chastain (Branch) Mine,Prospect,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.94181,-83.63179,Smith Mine,Prospect,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.90572,-83.9166,Ross Mine,Unknown,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.98341,-83.9193,Brown,Prospect,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.90572,-83.9166,Lot 184 Mine,Unknown,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.63072,-83.7763,Will Hood,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.63072,-83.7763,Old T. Leadford,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.63072,-83.7763,Oliver,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.63072,-83.7763,Mingo,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.63072,-83.7763,Glover,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.63072,-83.7763,Flennigen,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.63072,-83.7763,Bells,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.63072,-83.7763,Cox Bottom Mine,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.70842,-83.68459,Jones,Prospect,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.70842,-83.68459,Franklin & Glenn,Prospect,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.70842,-83.68459,Monroe Lowlands,Prospect,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.70842,-83.68459,York,Prospect,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.70842,-83.68459,Stovall Mine,Prospect,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.68622,-83.7388,Frazier,Prospect,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.68622,-83.7388,Franco-American,Prospect,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
