lat,lng,site_name,dev_stat,label,status,lith,b_age,t_age,unit_name,map_source
34.73342,-84.22071,Noontootly Creek,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.71122,-84.20551,Mccloud Mine,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.64592,-84.33601,Unknown,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.74182,-84.41662,White Path,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.66682,-84.36522,Cartecay Mine (Lucky Eight),Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.84872,-84.07351,No Name,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.92092,-84.03741,Mauney Prospect,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.93622,-84.08601,Martin Mining Property,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.05983,-84.64572,Payne/Kendrick/Randall/House,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.07373,-84.61102,Cox,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.01954,-84.30821,Seven Branch,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.03623,-84.19161,John Creek Placer,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.05843,-84.38602,Green Placer/Mcclure/Nunnaly,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.02514,-84.37352,Mcclure No.2,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.06683,-84.44432,Van Prospect,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.02514,-84.32912,Fuller Prospect,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.20433,-84.48322,Davis Mine (Owl Hollow),Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.20573,-84.37492,Rudicil Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.17703,-84.36302,T.N.Westbrook's,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.25843,-84.35962,Latham (Chester),Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.08903,-84.73603,J.J.Howard,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.10983,-84.65822,Georgiana Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.11683,-84.68053,Allatoona Vein,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.13343,-84.52492,M.D. Smith,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.15903,-84.45962,Worley Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.38483,-84.33181,Burty No.1,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.12373,-84.36662,Chester (Turner) Prospect,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.11823,-84.58052,Bell-Star,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.18763,-84.55492,Cherokee Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.01404,-84.86383,Sheffield & Heidt Property,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.26403,-84.33051,Sandow Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.04454,-84.83463,Dunaway Mine,Past Producer,1,OK,sedimentary,443.8,358.9,Silurian-Devonian sedimentary,7
34.53122,-84.0041,Tahloneka Branch (Winfield Branch),Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.47872,-84.04071,Battle Branch Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.85014,-85.07354,No Name,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.79934,-85.11664,No Name,Past Producer,1,OK,plutonic: undivided granitic rocks,541.0,443.8,Cambrian-Ordovician plutonic: undivided granitic rocks,7
33.81324,-85.18604,No Name,Past Producer,1,OK,volcanic: mafic rocks,419.2,358.9,Devonian volcanic: mafic rocks,7
33.84734,-84.78183,No Name,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.98764,-84.90823,No Name,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.91684,-84.96743,Yorkville Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.96544,-84.90553,Schofield Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.87954,-85.02214,Mcgarrity Prospect,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.55015,-85.01664,Stacy Mine,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
33.25015,-84.73323,Bingham Property,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
33.45015,-84.98324,Clark and Hill Properties,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.43075,-85.00824,Hardagree Property,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.95014,-84.73323,Mason Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.97234,-84.69163,J.B.Kemp's Property (Hathaway Property),Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.21075,-84.81383,Lone Oak/Post/Wilkes,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
33.99454,-84.33182,No Name,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.47515,-84.15681,Walker Property,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
33.71404,-84.93183,Jones Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.50845,-83.8957,No Name,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
33.61684,-83.56239,Parker Prospect,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
33.83484,-83.7749,Smith Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
33.89184,-83.7471,Thompson Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
33.60014,-82.79987,Hillman,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
33.57514,-82.96657,Hackney-Lucas,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
33.81684,-82.62486,G.W. Booker Property,Past Producer,1,OK,volcanic: felsic rocks,541.0,485.4,Cambrian volcanic: felsic rocks,7
33.86124,-82.56236,Sales & Lamar Mine,Past Producer,1,OK,volcanic: felsic rocks,541.0,485.4,Cambrian volcanic: felsic rocks,7
33.69874,-82.81097,Stone Ridge Mine  (Orr),Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
33.67514,-82.51516,Hilly Mine,Past Producer,1,OK,volcanic: felsic rocks,541.0,485.4,Cambrian volcanic: felsic rocks,7
33.83764,-82.93737,Latimer Mine (Fairy Ridge),Past Producer,1,OK,intrusive igneous rocks,443.8,358.9,Paleozoic intrusive rocks,154
33.65014,-82.46656,Ramsey Property,Past Producer,1,OK,mudstone-carbonate-sandstone-conglomerate,541.0,485.4,Paleozoic sedimentary and volcanic rocks,154
33.65704,-82.49156,Edmunds Prospect,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
33.66544,-82.43736,Dill,Past Producer,1,OK,mudstone-carbonate-sandstone-conglomerate,541.0,485.4,Paleozoic sedimentary and volcanic rocks,154
33.71264,-82.35126,Bohler (Mathis),Past Producer,1,OK,sedimentary,541.0,485.4,Cambrian sedimentary,7
33.75014,-82.28595,Bussey Property,Past Producer,1,OK,sedimentary,541.0,485.4,Cambrian sedimentary,7
33.76544,-82.35956,Samuels Place (Rhodes Taturn?),Past Producer,1,OK,volcanic: felsic rocks,541.0,485.4,Cambrian volcanic: felsic rocks,7
33.61684,-82.54986,Parks Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
33.56684,-82.64987,Warren Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
34.20013,-84.09991,Lot 70 2nd Dist.,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.23343,-83.8888,Vickers Prospect,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.30843,-83.8443,Rogers and Anderson Prospect,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.42233,-83.7166,Savage Placer,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.43903,-83.8818,Parks Mine Et Al.,Past Producer,1,OK,paragneiss; paragneiss/metavolcanic gneiss,1600.0,1000.0,Mesoproterozoic crystalline metamorphic rocks,154
34.38073,-83.9374,Cool Spring Church,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.20843,-83.9749,Banks Property,Past Producer,1,OK,paragneiss; paragneiss/metavolcanic gneiss,1600.0,1000.0,Mesoproterozoic crystalline metamorphic rocks,154
34.34873,-83.9055,Johnson Property,Past Producer,1,OK,paragneiss; paragneiss/metavolcanic gneiss,1600.0,1000.0,Mesoproterozoic crystalline metamorphic rocks,154
34.15703,-83.05678,Brown Property,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.23203,-83.04568,Ginn Placer,Past Producer,1,OK,intrusive igneous rocks,443.8,358.9,Paleozoic intrusive rocks,154
34.31123,-83.8166,Twitty? Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.41953,-83.9166,Smith Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.37513,-83.8749,Elrod/Stephens/Keath/Newton/Ivy Mt./Prater Mines,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.41823,-83.7457,Glade Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.21683,-83.06658,Ginn Placer,Past Producer,1,OK,intrusive igneous rocks,443.8,358.9,Paleozoic intrusive rocks,154
34.11953,-83.08878,Smith Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.13623,-83.07488,Ridgeway Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.37793,-83.736,A.G. Jennings,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.38073,-83.03048,"Unknown, Prospect",Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.39453,-82.99297,"Unknown, Prospect",Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.36263,-83.09708,Unknown/Bowers Properties,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.34183,-83.06098,Hays Property,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.27513,-83.05128,Brown Mine (Kings Mount Gold Mine),Past Producer,1,OK,intrusive igneous rocks,443.8,358.9,Paleozoic intrusive rocks,154
34.97231,-83.886,Murdock Vein Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.96261,-83.95823,Gum Log/J.H. Brown/Brown/Placer Mines,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.98341,-83.9193,M. Kinsey Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.94731,-83.66659,Wills Creek Mine,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.96261,-83.64159,Hooper & Berong Prospect,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.94181,-83.63179,Newton Mine,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.90572,-83.9166,Killian Mine,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.82092,-83.9749,Coosa Creek Placer Mine,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.81952,-83.9221,Crumley Creek,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.89732,-83.9916,Wellborn-Robinson Property,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.63072,-83.7763,Baker & Son Placer,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.70842,-83.68459,Lumsden Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.68622,-83.7388,Nichols Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.50842,-83.64159,Crow Heirs Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.61122,-83.51799,H. Woods,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.73622,-83.56379,Ls Prade Placer(Shelton Mine; K & M Berron),Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.63762,-83.46239,Nichols Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.67512,-83.53459,C.T. Willbanks,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.68202,-83.63049,Bell Davis Property,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.61822,-83.65409,Twiner/T.G. Edwards,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.58542,-83.63319,Chatman Estate,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.80572,-83.59429,L. Wilson Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.77512,-83.60549,T. Wood Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.73622,-83.50679,Bright Evans Property,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.90012,-83.44989,Bowers Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.93481,-83.49429,Moore Girl Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.98901,-83.38319,Dillard/Ledford Placers,Past Producer,1,OK,plutonic: undivided granitic rocks,541.0,443.8,Cambrian-Ordovician plutonic: undivided granitic rocks,7
34.86122,-83.56659,Powell Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.83622,-83.58319,Reaves Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.87092,-83.38319,Screamer Mt.,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.89182,-83.48319,J.G. Welborn,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.92511,-83.22488,Hamby Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.93761,-83.18878,Page Property,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.56952,-83.9221,Cavender's Creek,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.52232,-83.9846,Findley Mine Et Al. (Mines In the Dahlonega District),Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.56682,-83.8596,Ashbury Property,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.87512,-83.9499,Butt Mine,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.35843,-83.8193,Jones,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.10983,-84.42492,Bailey Property,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.53485,-82.92067,Golucks-Rhodes,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
33.76204,-85.16744,Crew Prospect,Occurrence,1,OK,sedimentary rocks,541.0,251.902,Paleozoic sedimentary rocks,154
33.75594,-85.09524,J.W. Thomason's Property,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.82014,-85.12074,Dean Property,Past Producer,1,OK,sedimentary rocks,541.0,251.902,Paleozoic sedimentary rocks,154
33.82594,-85.09024,McBrayer's Property,Occurrence,1,OK,sedimentary rocks,541.0,251.902,Paleozoic sedimentary rocks,154
33.78654,-85.24434,Edwards Mine,Past Producer,1,OK,volcanic: mafic rocks,419.2,358.9,Devonian volcanic: mafic rocks,7
34.00294,-84.88603,Mathews Property,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.49735,-85.13464,Bonner Mine,Past Producer,1,OK,plutonic: undivided granitic rocks,541.0,443.8,Cambrian-Ordovician plutonic: undivided granitic rocks,7
33.68574,-83.63179,Conner Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
33.82794,-82.60126,Kendall Mine,Past Producer,1,OK,volcanic: felsic rocks,541.0,485.4,Cambrian volcanic: felsic rocks,7
34.23343,-83.9443,Muddy Creek Prospect,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.31123,-83.8166,Maynas Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.96951,-83.17488,Hedden Placer Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.95011,-83.8541,Malden Prospect,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
33.90794,-84.79993,Dr. Parker's Property,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.09593,-84.59572,Kelogg Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.61822,-83.8235,Reaves,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.28093,-84.33241,S. R. Smith Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.46153,-84.04681,Danae Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.52652,-83.993,Capps Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.09933,-84.71183,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.77624,-82.57266,Chamber Mine,Past Producer,1,OK,volcanic: felsic rocks,541.0,485.4,Cambrian volcanic: felsic rocks,7
34.48982,-83.9952,Briar Patch Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.45843,-84.04271,Saprolite Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.42123,-84.07601,Nina Head Placer,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.57072,-83.9121,Cavender Creek Prospect,Prospect,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.57592,-83.9102,Jumbo Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.10983,-84.65662,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.47543,-84.04271,Battle Branch Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.67732,-83.6991,Mcneer Placers,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.70072,-83.7738,Ashbury Property,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.70342,-83.66989,Lot 10  Gold Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.70012,-83.7685,Henderson Property,Occurrence,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.10823,-84.65802,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.97294,-84.69323,J. B. Kemp Prospect,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.53732,-83.9682,Arnold Consolidated Gold Mines,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
33.61434,-82.56906,Hamilton Gold Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154
34.95291,-83.61519,Newton Placer Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.49872,-83.68099,Lymsden Property,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.47842,-84.02991,Hedwig Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.16843,-84.52412,Cherokee Mine,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.94121,-83.19178,Law Ground Branch Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7
34.52872,-83.9621,Lockhart Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.74122,-84.41772,White Path Quarry,Past Producer,1,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7
34.53842,-83.9649,Tahloneka Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.12263,-84.66553,Unnamed Gold Deposit,Occurrence,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.52202,-83.9427,Boly Field Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.56952,-84.02101,Ralston  Mine,Past Producer,1,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154
34.68092,-83.738,Reynolds Vein,Prospect,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
34.53822,-83.9705,Consolidated Mine,Past Producer,1,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7
