lat,lng,status,lith,b_age,t_age,unit_name,map_source,age_mid,age_span,lith_metamorphic,lith_plutonic,lith_volcanic,lith_sedimentary,lith_unconsolidated,lith_schist,lith_gneiss,lith_quartz,lith_mafic,lith_felsic,prob
32.2,-81.8,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.2,-81.6,OK,Major:{fine alluvium},2.588,0.0117,Wicomico Shoreline Complex - marsh and lagoonal facies,133,1.29985,2.5763000000000003,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.2,-81.4,OK,Major:{fine alluvium},2.588,0.0117,Penholoway shoreline complex - marsh and lagoonal facies,133,1.29985,2.5763000000000003,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.2,-81.2,OK,Major:{fine alluvium},2.588,0.0117,Pamlico shoreline complex - marsh and lagoonal facies,133,1.29985,2.5763000000000003,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.4,-84.8,OK,"sand, chalk, mud",74.975,71.0833,Late Cretaceous sedimentary,7,73.02914999999999,3.8917,0,0,0,0,1,0,0,0,0,0,0.0017405917
32.4,-84.6,OK,"Major:{clay,sand}, Minor:{limestone}, Incidental:{marl}",71.0833,70.0667,Ripley Formation,133,70.57499999999999,1.0165999999999968,0,0,0,1,1,0,0,0,0,0,0.0018617052
32.4,-84.4,OK,"Major:{clay,sand}, Minor:{limestone}, Incidental:{marl}",71.0833,70.0667,Ripley Formation,133,70.57499999999999,1.0165999999999968,0,0,0,1,1,0,0,0,0,0,0.0018617052
32.4,-84.2,OK,"Major:{clay,sand}, Minor:{limestone}, Incidental:{marl}",71.0833,70.0667,Ripley Formation,133,70.57499999999999,1.0165999999999968,0,0,0,1,1,0,0,0,0,0,0.0018617052
32.4,-84.0,OK,"sand, chalk, mud",74.975,71.0833,Late Cretaceous sedimentary,7,73.02914999999999,3.8917,0,0,0,0,1,0,0,0,0,0,0.0017405917
32.4,-83.8,OK,"sand,mud,clay,chalk",41.3,40.425,Middle Eocene sedimentary,7,40.8625,0.875,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.4,-83.6,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
32.4,-83.4,OK,Major:{limestone},31.9667,28.1,Suwannee Limestone and its residuum,133,30.03335,3.866699999999998,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.4,-83.2,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.4,-83.0,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.4,-82.8,OK,Major:{fine alluvium},2.588,0.0,Stream alluvium,133,1.294,2.588,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.4,-82.6,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.4,-82.4,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.4,-82.2,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.4,-82.0,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.4,-81.8,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.4,-81.6,OK,sedimentary,2.588,0.0,Quaternary sedimentary,7,1.294,2.588,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.4,-81.4,OK,Major:{fine alluvium},2.588,0.0117,Wicomico Shoreline Complex - marsh and lagoonal facies,133,1.29985,2.5763000000000003,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.4,-81.2,OK,Major:{fine alluvium},2.588,0.0,Stream alluvium,133,1.294,2.588,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.6,-85.0,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
32.6,-84.8,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
32.6,-84.6,OK,"sand, mud, chalk, carbonate",96.87,85.625,Late Cretaceous sedimentary,7,91.2475,11.245000000000005,0,0,0,1,1,0,0,0,0,0,0.00197253
32.6,-84.4,OK,"Major:{clay,sand}",84.275,74.975,Blufftown Formation,133,79.625,9.300000000000011,0,0,0,0,1,0,0,0,0,0,0.0017405917
32.6,-84.2,OK,"Major:{clay,sand}, Minor:{gravel}",95.55,90.825,Tuscaloosa Formation,133,93.1875,4.724999999999994,0,0,0,0,1,0,0,0,0,0,0.0017405917
32.6,-84.0,OK,"sand, chalk, mud",74.975,71.0833,Late Cretaceous sedimentary,7,73.02914999999999,3.8917,0,0,0,0,1,0,0,0,0,0,0.0017405917
32.6,-83.8,OK,"Major:{clay,sand}, Minor:{limestone}, Incidental:{marl}",71.0833,67.525,Ripley Formation,133,69.30414999999999,3.5582999999999885,0,0,0,1,1,0,0,0,0,0,0.0018617052
32.6,-83.6,OK,Major:{sand},67.525,66.61,Providence Sand,133,67.0675,0.9150000000000064,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.6,-83.4,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
32.6,-83.2,OK,Major:{clay},35.46,34.68,Twiggs Clay,133,35.07,0.7800000000000011,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.6,-83.0,OK,"Major:{sandstone,claystone}",17.6463,16.5288,Neogene undifferentiated,133,17.08755,1.1174999999999995,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.6,-82.8,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.6,-82.6,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.6,-82.4,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.6,-82.2,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.6,-82.0,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.6,-81.8,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.6,-81.6,OK,"Major:{sandstone,claystone}",17.6463,13.82,Neogene undifferentiated,133,15.73315,3.8263,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.8,-85.0,OK,plutonic: undivided granitic rocks,541.0,443.8,Cambrian-Ordovician plutonic: undivided granitic rocks,7,492.4,97.2,0,1,0,0,0,0,0,0,0,1,0.3831812
32.6,-81.4,OK,sedimentary,2.588,0.0,Quaternary sedimentary,7,1.294,2.588,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.8,-84.8,OK,sedimentary rocks,541.0,419.2,Paleozoic sedimentary rocks,154,480.1,121.8,0,0,0,1,0,0,0,0,0,0,0.10804633
32.8,-84.6,OK,sedimentary rocks,541.0,419.2,Paleozoic sedimentary rocks,154,480.1,121.8,0,0,0,1,0,0,0,0,0,0,0.10804633
32.8,-84.4,OK,sedimentary rocks,541.0,419.2,Paleozoic sedimentary rocks,154,480.1,121.8,0,0,0,1,0,0,0,0,0,0,0.10804633
32.8,-84.2,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
32.8,-84.0,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
32.8,-83.8,OK,"Major:{clay,sand}, Minor:{gravel}",95.55,90.825,Tuscaloosa Formation,133,93.1875,4.724999999999994,0,0,0,0,1,0,0,0,0,0,0.0017405917
32.8,-83.6,OK,Major:{fine alluvium},2.588,0.0,Stream alluvium,133,1.294,2.588,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.8,-83.4,OK,"sand, chalk, mud",74.975,71.0833,Late Cretaceous sedimentary,7,73.02914999999999,3.8917,0,0,0,0,1,0,0,0,0,0,0.0017405917
32.8,-83.2,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
32.8,-83.0,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
32.8,-82.8,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.8,-82.6,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.8,-82.4,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.8,-82.2,OK,Major:{clay},25.565,23.03,Cooper Marl,133,24.2975,2.535,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.8,-81.8,OK,"Major:{sandstone,claystone}",17.6463,13.82,Neogene undifferentiated,133,15.73315,3.8263,0,0,0,1,0,0,0,0,0,0,0.0018617052
32.8,-82.0,OK,Major:{clay},25.565,23.03,Cooper Marl,133,24.2975,2.535,0,0,0,0,1,0,0,0,0,0,0.0016427767
32.8,-81.6,OK,"Major:{sandstone,claystone}",17.6463,13.82,Neogene undifferentiated,133,15.73315,3.8263,0,0,0,1,0,0,0,0,0,0,0.0018617052
33.0,-85.2,OK,felsic paragneiss; amphibolite grade paragneiss/metavolcanic gneiss,1000.0,251.902,Precambrian-Phanerozoic crystalline metamorphic rocks,154,625.951,748.098,1,0,1,0,0,0,1,0,1,1,0.2218177
33.0,-85.0,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.0,-84.8,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.0,-84.6,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.0,-84.4,OK,sedimentary rocks,541.0,419.2,Paleozoic sedimentary rocks,154,480.1,121.8,0,0,0,1,0,0,0,0,0,0,0.10804633
33.0,-84.2,OK,sedimentary rocks,541.0,419.2,Paleozoic sedimentary rocks,154,480.1,121.8,0,0,0,1,0,0,0,0,0,0,0.10804633
33.0,-84.0,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.0,-83.8,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.0,-83.6,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.0,-83.4,OK,"sand, chalk, mud",74.975,71.0833,Late Cretaceous sedimentary,7,73.02914999999999,3.8917,0,0,0,0,1,0,0,0,0,0,0.0017405917
33.0,-83.2,OK,"sand, chalk, mud",74.975,71.0833,Late Cretaceous sedimentary,7,73.02914999999999,3.8917,0,0,0,0,1,0,0,0,0,0,0.0017405917
33.0,-83.0,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
33.0,-82.8,OK,"Major:{sandstone,claystone}",17.6463,17.0875,Neogene undifferentiated,133,17.3669,0.5588000000000015,0,0,0,1,0,0,0,0,0,0,0.0018617052
33.0,-82.6,OK,Major:{sand},34.992,34.875,Irwinton Sand,133,34.933499999999995,0.1169999999999973,0,0,0,0,1,0,0,0,0,0,0.0016427767
33.0,-82.4,OK,Major:{sand},34.992,34.875,Irwinton Sand,133,34.933499999999995,0.1169999999999973,0,0,0,0,1,0,0,0,0,0,0.0016427767
33.0,-82.2,OK,"Major:{sandstone,claystone}",17.6463,13.82,Neogene undifferentiated,133,15.73315,3.8263,0,0,0,1,0,0,0,0,0,0,0.0018617052
33.0,-82.0,OK,"Major:{sandstone,claystone}",17.6463,13.82,Neogene undifferentiated,133,15.73315,3.8263,0,0,0,1,0,0,0,0,0,0,0.0018617052
33.0,-81.8,OK,"Major:{sandstone,claystone}",17.6463,13.82,Neogene undifferentiated,133,15.73315,3.8263,0,0,0,1,0,0,0,0,0,0,0.0018617052
33.0,-81.6,OK,"Major:{sandstone,claystone}",17.6463,13.82,Neogene undifferentiated,133,15.73315,3.8263,0,0,0,1,0,0,0,0,0,0,0.0018617052
33.2,-85.2,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.2,-85.0,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.2,-84.8,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.2,-84.6,OK,plutonic: undivided granitic rocks,358.9,298.9,Mississippian-Pennsylvanian plutonic: undivided granitic rocks,7,328.9,60.0,0,1,0,0,0,0,0,0,0,1,0.0018582438
33.2,-84.4,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.2,-84.2,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.2,-84.0,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.2,-83.8,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.2,-83.6,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.2,-83.4,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.2,-83.2,OK,mudstone-carbonate-sandstone-conglomerate,541.0,485.4,Paleozoic sedimentary and volcanic rocks,154,513.2,55.60000000000002,0,0,0,1,0,0,0,0,0,0,0.3817193
33.2,-83.0,OK,mudstone-carbonate-sandstone-conglomerate,541.0,485.4,Paleozoic sedimentary and volcanic rocks,154,513.2,55.60000000000002,0,0,0,1,0,0,0,0,0,0,0.3817193
33.2,-82.8,OK,Major:{sand},34.992,34.875,Irwinton Sand,133,34.933499999999995,0.1169999999999973,0,0,0,0,1,0,0,0,0,0,0.0016427767
33.2,-82.6,OK,Major:{sand},34.992,34.875,Irwinton Sand,133,34.933499999999995,0.1169999999999973,0,0,0,0,1,0,0,0,0,0,0.0016427767
33.2,-82.4,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
33.2,-82.2,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
33.2,-82.0,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
33.2,-81.8,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
33.4,-85.2,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154,770.5,459.0,0,0,0,1,0,0,0,0,0,0,0.73682356
33.4,-85.0,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.4,-84.8,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.4,-84.6,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.4,-84.4,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.4,-84.2,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.4,-84.0,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.4,-83.8,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.4,-83.4,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.4,-83.6,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.4,-83.2,OK,plutonic: undivided granitic rocks,358.9,298.9,Mississippian-Pennsylvanian plutonic: undivided granitic rocks,7,328.9,60.0,0,1,0,0,0,0,0,0,0,1,0.0018582438
33.4,-83.0,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.4,-82.8,OK,mudstone-carbonate-sandstone-conglomerate,541.0,485.4,Paleozoic sedimentary and volcanic rocks,154,513.2,55.60000000000002,0,0,0,1,0,0,0,0,0,0,0.3817193
33.4,-82.6,OK,mudstone-carbonate-sandstone-conglomerate,541.0,485.4,Paleozoic sedimentary and volcanic rocks,154,513.2,55.60000000000002,0,0,0,1,0,0,0,0,0,0,0.3817193
33.4,-82.4,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
33.4,-82.2,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
33.4,-82.0,OK,"sandstone, clay, chalk, limestone,",37.8,37.15,Late Eocene sedimentary,7,37.475,0.6499999999999986,0,0,0,1,1,0,0,0,0,0,0.0018617052
33.6,-85.2,OK,sedimentary rocks,541.0,251.902,Paleozoic sedimentary rocks,154,396.451,289.098,0,0,0,1,0,0,0,0,0,0,0.8307138
33.6,-85.0,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0,0.91979605
33.6,-84.8,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0,0.91979605
33.6,-84.6,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.6,-84.4,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.6,-84.2,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.6,-84.0,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.6,-83.8,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.6,-83.6,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.6,-83.4,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.6,-83.2,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.6,-83.0,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.6,-82.8,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.6,-82.6,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.6,-82.4,OK,mudstone-carbonate-sandstone-conglomerate,541.0,485.4,Paleozoic sedimentary and volcanic rocks,154,513.2,55.60000000000002,0,0,0,1,0,0,0,0,0,0,0.3817193
33.6,-82.2,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
33.8,-85.2,OK,sedimentary rocks,541.0,251.902,Paleozoic sedimentary rocks,154,396.451,289.098,0,0,0,1,0,0,0,0,0,0,0.8307138
33.8,-85.0,OK,plutonic: undivided granitic rocks,541.0,443.8,Cambrian-Ordovician plutonic: undivided granitic rocks,7,492.4,97.2,0,1,0,0,0,0,0,0,0,1,0.3831812
33.8,-84.8,OK,plutonic: undivided granitic rocks,419.2,358.9,Devonian plutonic: undivided granitic rocks,7,389.05,60.30000000000001,0,1,0,0,0,0,0,0,0,1,0.46522573
33.8,-84.6,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0,0.91979605
33.8,-84.4,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.8,-84.2,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.8,-84.0,OK,plutonic: undivided granitic rocks,541.0,443.8,Cambrian-Ordovician plutonic: undivided granitic rocks,7,492.4,97.2,0,1,0,0,0,0,0,0,0,1,0.3831812
33.8,-83.8,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.8,-83.6,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.8,-83.4,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0,0.4508678
33.8,-83.2,OK,intrusive igneous rocks,443.8,358.9,Paleozoic intrusive rocks,154,401.35,84.90000000000003,0,1,0,0,0,0,0,0,0,0,0.38027418
33.8,-83.0,OK,intrusive igneous rocks,443.8,358.9,Paleozoic intrusive rocks,154,401.35,84.90000000000003,0,1,0,0,0,0,0,0,0,0,0.38027418
33.8,-82.8,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,541.0,251.902,Paleozoic crystalline metamorphic rocks,154,396.451,289.098,1,0,1,0,0,0,1,0,0,1,0.3369794
