lat,lng,site_name,dev_stat,label,status,lith,unit_name,map_source,n_mrds_records,age_span,b_age,t_age,age_mid,lith_metamorphic,lith_plutonic,lith_volcanic,lith_sedimentary,lith_unconsolidated,lith_schist,lith_gneiss,lith_quartz,lith_mafic,lith_felsic
34.47872,-84.04071,Battle Branch Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,6,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
33.71264,-82.35126,Bohler (Mathis),Past Producer,1,OK,sedimentary,Cambrian sedimentary,7,1,55.60000000000002,541.0,485.4,513.2,0,0,0,1,0,0,0,0,0,0
33.75014,-82.28595,Bussey Property,Past Producer,1,OK,sedimentary,Cambrian sedimentary,7,1,55.60000000000002,541.0,485.4,513.2,0,0,0,1,0,0,0,0,0,0
33.76544,-82.35956,Samuels Place (Rhodes Taturn?),Past Producer,1,OK,volcanic: felsic rocks,Cambrian volcanic: felsic rocks,7,1,55.60000000000002,541.0,485.4,513.2,0,0,1,0,0,0,0,0,0,1
33.61684,-82.54986,Parks Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,Paleozoic crystalline metamorphic rocks,154,5,289.098,541.0,251.902,396.451,1,0,1,0,0,0,1,0,0,1
33.56684,-82.64987,Warren Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,Paleozoic crystalline metamorphic rocks,154,4,289.098,541.0,251.902,396.451,1,0,1,0,0,0,1,0,0,1
34.20013,-84.09991,Lot 70 2nd Dist.,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,3,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.23343,-83.8888,Vickers Prospect,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.30843,-83.8443,Rogers and Anderson Prospect,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.42233,-83.7166,Savage Placer,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
