lat,lng,site_name,dev_stat,label,status,lith,unit_name,map_source,n_mrds_records,age_span,b_age,t_age,age_mid,lith_metamorphic,lith_plutonic,lith_volcanic,lith_sedimentary,lith_unconsolidated,lith_schist,lith_gneiss,lith_quartz,lith_mafic,lith_felsic
34.63762,-83.46239,Nichols Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.67512,-83.53459,C.T. Willbanks,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.68202,-83.63049,Bell Davis Property,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.31123,-83.8166,Twitty? Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,7,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.58542,-83.63319,Chatman Estate,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,2,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.80572,-83.59429,L. Wilson Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,4,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.77512,-83.60549,T. Wood Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,6,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.73622,-83.50679,Bright Evans Property,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.90012,-83.44989,Bowers Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.93481,-83.49429,Moore Girl Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,3,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.98901,-83.38319,Dillard/Ledford Placers,Past Producer,1,OK,plutonic: undivided granitic rocks,Cambrian-Ordovician plutonic: undivided granitic rocks,7,1,97.19999999999999,541.0,443.8,492.4,0,1,0,0,0,0,0,0,0,1
34.86122,-83.56659,Powell Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.83622,-83.58319,Reaves Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,3,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.87092,-83.38319,Screamer Mt.,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.89182,-83.48319,J.G. Welborn,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.92511,-83.22488,Hamby Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,3,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.93761,-83.18878,Page Property,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.56952,-83.9221,Cavender's Creek,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,5,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.52232,-83.9846,Findley Mine Et Al. (Mines In the Dahlonega District),Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.94731,-83.66659,Wills Creek Mine,Past Producer,1,OK,sedimentary rocks,Neoproterozoic sedimentary rocks,154,3,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.61822,-83.8235,Old Courtney Placer,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,10,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.56682,-83.8596,Ashbury Property,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.87512,-83.9499,Butt Mine,Past Producer,1,OK,sedimentary rocks,Neoproterozoic sedimentary rocks,154,2,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.35843,-83.8193,Jones,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,3,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.10983,-84.42492,Bailey Property,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
33.53485,-82.92067,Golucks-Rhodes,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,Paleozoic crystalline metamorphic rocks,154,1,289.098,541.0,251.902,396.451,1,0,1,0,0,0,1,0,0,1
33.82014,-85.12074,Dean Property,Past Producer,1,OK,sedimentary rocks,Paleozoic sedimentary rocks,154,1,289.098,541.0,251.902,396.451,0,0,0,1,0,0,0,0,0,0
33.78654,-85.24434,Edwards Mine,Past Producer,1,OK,volcanic: mafic rocks,Devonian volcanic: mafic rocks,7,1,60.30000000000001,419.2,358.9,389.04999999999995,0,0,1,0,0,0,0,0,1,0
34.00294,-84.88603,Mathews Property,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
33.49735,-85.13464,Bonner Mine,Past Producer,1,OK,plutonic: undivided granitic rocks,Cambrian-Ordovician plutonic: undivided granitic rocks,7,1,97.19999999999999,541.0,443.8,492.4,0,1,0,0,0,0,0,0,0,1
33.68574,-83.63179,Conner Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
33.82794,-82.60126,Kendall Mine,Past Producer,1,OK,volcanic: felsic rocks,Cambrian volcanic: felsic rocks,7,1,55.60000000000002,541.0,485.4,513.2,0,0,1,0,0,0,0,0,0,1
34.23343,-83.9443,Muddy Creek Prospect,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.61822,-83.65409,Twiner/T.G. Edwards,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.28093,-84.33241,S. R. Smith Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.46153,-84.04681,Danae Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.52652,-83.993,Capps Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
33.77624,-82.57266,Chamber Mine,Past Producer,1,OK,volcanic: felsic rocks,Cambrian volcanic: felsic rocks,7,1,55.60000000000002,541.0,485.4,513.2,0,0,1,0,0,0,0,0,0,1
34.48982,-83.9952,Briar Patch Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.45843,-84.04271,Saprolite Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.42123,-84.07601,Nina Head Placer,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.57592,-83.9102,Jumbo Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.70072,-83.7738,Ashbury Property,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.70342,-83.66989,Lot 10  Gold Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
33.97294,-84.69323,J. B. Kemp Prospect,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.53732,-83.9682,Arnold Consolidated Gold Mines,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
33.61434,-82.56906,Hamilton Gold Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,Paleozoic crystalline metamorphic rocks,154,1,289.098,541.0,251.902,396.451,1,0,1,0,0,0,1,0,0,1
34.95291,-83.61519,Newton Placer Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.49872,-83.68099,Lymsden Property,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.47842,-84.02991,Hedwig Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.16843,-84.52412,Cherokee Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.94121,-83.19178,Law Ground Branch Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.52872,-83.9621,Lockhart Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.74122,-84.41772,White Path Quarry,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.96951,-83.17488,Hedden Placer Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.95011,-83.8541,Malden Prospect,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,2,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
33.90794,-84.79993,Dr. Parker's Property,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.52292,-83.976,Preacher Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.53842,-83.9649,Tahloneka Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.52202,-83.9427,Boly Field Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.56952,-84.02101,Ralston  Mine,Past Producer,1,OK,sedimentary rocks,Neoproterozoic sedimentary rocks,154,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.53822,-83.9705,Consolidated Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.92681,-83.56269,Barclay Gold Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.94451,-83.49569,Moore Girl's Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.52372,-83.9874,Fish Trap Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
33.67574,-82.52406,Lon Edmonds Mine,Past Producer,1,OK,volcanic: felsic rocks,Cambrian volcanic: felsic rocks,7,1,55.60000000000002,541.0,485.4,513.2,0,0,1,0,0,0,0,0,0,1
34.19093,-84.52822,Clarkson Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.07403,-84.64602,Payne Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.98231,-83.9168,Chastian Placer Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.50952,-84.0093,Barlow Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.66432,-83.7241,White Co Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.47543,-84.04271,Battle Branch Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.67732,-83.6991,Mcneer Placers,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
33.61514,-82.56656,The Parks Gold Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,Paleozoic crystalline metamorphic rocks,154,1,289.098,541.0,251.902,396.451,1,0,1,0,0,0,1,0,0,1
34.54542,-83.9727,Mary Henry Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.44933,-84.05601,Etowah Gold Mining Properties,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.54182,-83.9705,Yahoola Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.17593,-84.36242,T. N. Westbrook Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.51432,-83.966,Old Columbia Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.45623,-84.0071,Belle Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.46073,-84.03521,Cleveland Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.74652,-83.68799,Glen Comyn Gold Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.52432,-83.9718,Griscom Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.47073,-84.03271,Topabri Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.92731,-83.21298,Hamby Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.46343,-84.0116,Norrell Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.54072,-83.981,Lawrence Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.37093,-84.14131,Kin Mori Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.46703,-84.03101,Wells Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.04824,-84.65272,Freeman Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.72652,-84.23321,Wade Allenis Gold Mine,Past Producer,1,OK,sedimentary rocks,Neoproterozoic sedimentary rocks,154,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.53592,-83.9674,Singleton Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.17903,-84.43742,Worley Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.69732,-83.738,Reaves Property,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,2,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.97731,-83.17458,Hedden Placer Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
33.69594,-85.28354,Royal Mine,Past Producer,1,OK,sedimentary rocks,Paleozoic sedimentary rocks,154,1,289.098,541.0,251.902,396.451,0,0,0,1,0,0,0,0,0,0
34.58432,-83.8955,Garnet Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.54232,-83.998,Rider Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.91091,-83.22018,Lamar Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
32.92346,-85.12664,Rockford Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.50932,-83.9485,Dry Hollow Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.07593,-84.64602,Hamilton Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.52982,-83.9988,Ivey Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.50982,-83.9802,Crown Mountain,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
33.89764,-84.80353,Shirley Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.55482,-83.9538,Boyd's Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.19263,-84.54132,Sixes Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.53652,-83.9693,Hand Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.11343,-84.63432,Georgiana Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.93571,-83.19708,Page Branch Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.49152,-83.9996,Mcafee-Lynn Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.05233,-84.64682,Randall Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.20823,-84.11961,Davis Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.98261,-83.9346,Wellborn Hill Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.50232,-83.9593,Chestatee Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.52292,-83.9849,Crown Mountain Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.16873,-84.53412,Putnam Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.48542,-83.991,Turkey Hill Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
32.89706,-85.13554,Rockford Placer,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.30013,-84.28321,Creighton Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.07373,-84.63852,Kendrick Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.19623,-84.52772,La Belle Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.11343,-84.62852,Tripp Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.52292,-83.9796,Columbia Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.70402,-83.68799,Childs Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
33.69844,-82.81177,Stoney Ridge Gold Mine,Past Producer,1,OK,felsic paragneiss; paragneiss/metavolcanic gneiss,Paleozoic crystalline metamorphic rocks,154,1,289.098,541.0,251.902,396.451,1,0,1,0,0,0,1,0,0,1
34.80842,-83.9563,Coosa Creek Gold Mine,Past Producer,1,OK,sedimentary rocks,Neoproterozoic sedimentary rocks,154,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.17123,-84.52552,Three-O-One Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.55732,-83.9668,Crisson Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.52432,-83.9688,Bast Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.99951,-83.16178,Ammons Branch Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,1,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
